# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
2413788000,-0.1087,-21.3058,43.9879
2413888000,-0.0551,-21.3318,43.9753
2413988000,-0.0290,-21.2316,44.0238
2414088000,-0.0779,-20.9132,44.1759
2414188000,-0.0914,-20.9769,44.1457
2414288000,-0.2047,-21.1453,44.0649
2414388000,-0.2128,-21.2131,44.0323
2414488000,-0.2101,-21.1973,44.0399
2414590000,-0.0139,-21.2538,44.0131
2414689000,-0.0581,-21.2152,44.0317
2414788000,-0.1225,-21.2282,44.0253
2414888000,-0.1702,-21.1223,44.0761
2414988000,-0.1583,-21.1183,44.0780
2415088000,-0.1695,-21.1776,44.0495
2415188000,-0.0915,-21.3119,43.9849
2415288000,-0.0653,-21.3233,43.9795
2415388000,-0.1488,-21.1480,44.0638
2415488000,-0.0738,-21.2620,44.0091
2415588000,-0.1677,-21.1540,44.0609
2415688000,-0.1606,-21.0629,44.1045
2415788000,-0.2209,-21.1406,44.0671
2415888000,-0.0663,-21.0951,44.0893
2415988000,-0.1353,-21.1992,44.0392
2416088000,-0.0931,-21.3044,43.9885
2416188000,-0.1506,-21.1729,44.0518
2416288000,-0.2579,-21.1928,44.0418
2416388000,-0.2289,-21.2502,44.0143
2416488000,0.0086,-21.2757,44.0026
2416588000,-0.1951,-21.1893,44.0438
2416688000,-0.1073,-21.1987,44.0396
2416788000,-0.0763,-21.1624,44.0571
2416888000,-0.1097,-21.2597,44.0102
2416991000,-0.1790,-21.1367,44.0691
2417088000,-0.2184,-21.2092,44.0341
2417188000,-0.1120,-21.1027,44.0856
2417290000,-0.1887,-21.1837,44.0465
2417392000,-0.1122,-21.1870,44.0452
2417488000,-0.1958,-21.1704,44.0529
2417591000,-0.1379,-21.2261,44.0263
2417688000,-0.1453,-21.1554,44.0603
2417788000,-0.1871,-21.1503,44.0625
2417888000,-0.1910,-21.1442,44.0655
2417988000,-0.1264,-21.1976,44.0401
2418088000,-0.0773,-21.2398,44.0198
2418188000,-0.2040,-21.1776,44.0494
2418288000,-0.1412,-21.1295,44.0727
2418388000,-0.0247,-21.0068,44.1315
2418488000,-0.0837,-21.2794,44.0007
2418588000,-0.0500,-21.3597,43.9618
2418688000,-0.0389,-21.2784,44.0012
2418788000,-0.1764,-20.9716,44.1479
2418888000,-0.2233,-21.0437,44.1134
2418988000,-0.0689,-21.2044,44.0369
2419091000,-0.0471,-21.1529,44.0617
2419188000,-0.0393,-20.9338,44.1662
2419288000,-0.1637,-21.3195,43.9810
2419388000,-0.0973,-21.1820,44.0476
2419488000,-0.0668,-21.2351,44.0221
2419588000,-0.1173,-21.1916,44.0430
2419688000,-0.1850,-21.1624,44.0567
2419788000,-0.0241,-21.2810,44.0000
2419888000,-0.1383,-21.1218,44.0764
2419988000,-0.0708,-21.1779,44.0496
2420088000,-0.1176,-21.1343,44.0705
2420191000,-0.1415,-21.1871,44.0451
2420288000,-0.0834,-21.1635,44.0565
2420388000,-0.0097,-21.1869,44.0454
2420488000,-0.1843,-21.1608,44.0575
2420588000,-0.1666,-21.1719,44.0523
2420688000,-0.0413,-21.2032,44.0375
2420788000,-0.0514,-21.1725,44.0523
2420888000,-0.0305,-21.2187,44.0301
2420988000,-0.0380,-21.2201,44.0294
2421088000,-0.0231,-21.0659,44.1034
2421190000,-0.0158,-21.0785,44.0973
2421290000,-0.2004,-21.1315,44.0715
2421390000,-0.2619,-21.1808,44.0475
2421488000,-0.1748,-21.2256,44.0264
2421588000,-0.1724,-21.2516,44.0139
2421689000,-0.0820,-21.1232,44.0759
2421788000,-0.1107,-21.2500,44.0148
2421888000,-0.1697,-21.1970,44.0402
2421988000,-0.3082,-21.2151,44.0307
2422088000,-0.2842,-21.2031,44.0367
2422188000,-0.1633,-21.1803,44.0482
2422288000,-0.1445,-21.1926,44.0424
2422388000,-0.0802,-21.2088,44.0348
2422488000,-0.0762,-21.1703,44.0533
2422588000,-0.0701,-21.2834,43.9988
2422691000,-0.1146,-21.1660,44.0553
2422788000,-0.0261,-21.1916,44.0431
2422888000,-0.0287,-21.2733,44.0037
2422988000,-0.1191,-21.1291,44.0730
2423088000,-0.1301,-21.0409,44.1151
2423188000,-0.0863,-21.1521,44.0620
2423288000,-0.0577,-21.2637,44.0083
2423388000,-0.1282,-21.1299,44.0726
2423489000,-0.0985,-21.1011,44.0864
2423589000,-0.0010,-21.0582,44.1070
2423688000,-0.0096,-21.0276,44.1217
2423788000,0.0337,-21.0859,44.0938
2423888000,-0.1971,-21.3177,43.9818
2423988000,-0.2281,-21.2207,44.0285
2424090000,-0.1443,-21.2871,43.9968
2424188000,-0.1510,-21.2382,44.0204
2424289000,-0.1887,-21.1330,44.0708
2424388000,-0.1568,-21.1235,44.0755
2424488000,-0.0382,-21.1162,44.0793
2424588000,-0.0933,-21.1196,44.0776
2424688000,-0.0882,-21.1993,44.0393
2424788000,-0.0845,-21.0535,44.1092
2424888000,0.0226,-21.1410,44.0674
2424988000,-0.0624,-21.2247,44.0271
2425088000,-0.0686,-21.1890,44.0443
2425188000,-0.2042,-21.0010,44.1338
2425288000,-0.1869,-21.1346,44.0701
2425388000,-0.1680,-21.1474,44.0640
2425488000,-0.1100,-21.1679,44.0544
2425588000,-0.0972,-21.2410,44.0192
2425688000,-0.1806,-21.0742,44.0990
2425788000,-0.1842,-21.2146,44.0316
2425888000,-0.1939,-21.1980,44.0396
2425988000,0.0225,-21.2494,44.0152
2426088000,-0.0270,-21.0799,44.0967
2426191000,-0.0102,-21.0130,44.1286
2426288000,-0.0641,-21.2887,43.9962
2426388000,-0.2175,-21.1649,44.0554
2426488000,-0.2649,-21.1832,44.0463
2426588000,-0.2523,-21.1865,44.0449
2426688000,-0.1895,-21.1673,44.0544
2426788000,-0.1438,-21.1768,44.0500
2426888000,0.0052,-21.1706,44.0532
2426988000,-0.0350,-21.3004,43.9906
2427088000,-0.0050,-20.9576,44.1550
2427188000,-0.0720,-21.1501,44.0630
2427288000,-0.0979,-21.0739,44.0994
2427388000,-0.1050,-21.1068,44.0837
2427488000,0.0350,-21.1796,44.0489
2427588000,-0.0692,-21.1610,44.0578
2427688000,-0.1927,-21.1674,44.0543
2427788000,-0.1443,-21.1073,44.0833
2427888000,-0.0934,-21.2307,44.0242
2427988000,-0.1611,-21.1454,44.0650
2428088000,-0.0929,-21.1677,44.0545
2428188000,0.0188,-21.1156,44.0796
2428288000,0.0407,-21.0277,44.1216
2428388000,-0.1346,-21.0168,44.1266
2428488000,-0.1400,-21.1122,44.0810
2428588000,-0.1425,-21.2557,44.0120
2428688000,-0.0972,-21.2751,44.0027
2428788000,0.0051,-21.1994,44.0394
2428890000,-0.0850,-21.0823,44.0954
2428988000,-0.1255,-21.0769,44.0979
2429088000,-0.1637,-21.2058,44.0360
2429188000,-0.0473,-21.1562,44.0601
2429288000,-0.0072,-21.1318,44.0718
2429389000,-0.0776,-21.1809,44.0482
2429488000,-0.1562,-21.2096,44.0342
2429588000,-0.1736,-21.1878,44.0446
2429688000,-0.1624,-21.1808,44.0480
2429788000,0.0580,-21.2275,44.0258
2429888000,-0.0458,-21.1831,44.0472
2429988000,-0.0712,-21.1681,44.0543
2430088000,-0.1339,-21.1451,44.0652
2430188000,-0.1014,-21.1568,44.0597
2430288000,-0.0421,-21.1499,44.0631
2430388000,-0.1471,-21.1903,44.0435
2430488000,-0.0650,-21.2648,44.0077
2430588000,-0.0171,-21.1556,44.0604
2430688000,0.0606,-20.9285,44.1687
2430788000,-0.1099,-21.0329,44.1190
2430888000,-0.2205,-21.0696,44.1011
2430988000,-0.1714,-21.1357,44.0696
2431088000,-0.0766,-21.4373,43.9240
2431188000,-0.1918,-21.2376,44.0205
2431288000,-0.0356,-21.2135,44.0325
2431388000,-0.1283,-21.1757,44.0506
2431488000,-0.2189,-21.1731,44.0515
2431591000,-0.1148,-21.1670,44.0548
2431688000,-0.1484,-21.1561,44.0599
2431788000,-0.0836,-21.2509,44.0144
2431888000,-0.0759,-21.2271,44.0260
2431988000,-0.0814,-21.3887,43.9477
2432089000,-0.1082,-21.1215,44.0766
2432188000,-0.0860,-21.1417,44.0670
2432288000,-0.0427,-21.2389,44.0203
2432388000,-0.0451,-21.2962,43.9926
2432489000,-0.1752,-21.0957,44.0888
2432588000,-0.1404,-21.0641,44.1040
2432690000,-0.2204,-21.0906,44.0910
2432788000,-0.2507,-21.1778,44.0490
2432888000,-0.2582,-21.1805,44.0477
2432988000,-0.0362,-21.3467,43.9681
2433088000,-0.0098,-21.3217,43.9803
2433188000,-0.1822,-21.0779,44.0973
2433288000,-0.1521,-20.9875,44.1405
2433388000,-0.1452,-20.9551,44.1559
2433491000,-0.2160,-21.2021,44.0375
2433588000,0.0017,-21.3362,43.9732
2433688000,-0.0912,-21.1482,44.0639
2433789000,-0.0880,-21.3128,43.9845
2433888000,-0.2263,-21.1960,44.0404
2433988000,-0.1383,-21.0632,44.1045
2434088000,-0.1113,-21.1916,44.0429
2434191000,-0.0906,-21.1511,44.0625
2434288000,-0.0514,-21.2108,44.0339
2434389000,-0.1548,-21.1813,44.0478
2434489000,-0.0765,-21.0825,44.0954
2434588000,-0.1531,-21.1518,44.0620
2434688000,-0.1819,-21.1426,44.0663
2434788000,-0.1152,-21.2178,44.0303
2434888000,-0.1271,-21.1350,44.0701
2434988000,-0.0627,-21.1268,44.0742
2435088000,-0.2011,-21.1640,44.0559
2435188000,-0.1432,-21.1504,44.0627
2435288000,-0.2262,-21.1630,44.0563
2435388000,-0.0949,-21.2016,44.0382
2435488000,-0.0517,-21.2625,44.0089
2435588000,-0.1877,-21.1324,44.0712
2435688000,-0.0064,-21.0583,44.1070
2435788000,-0.0989,-21.3595,43.9618
2435888000,-0.2491,-21.2498,44.0144
2435988000,-0.2537,-21.2202,44.0286
2436088000,-0.2045,-21.1781,44.0491
2436188000,-0.2263,-21.1861,44.0452
2436288000,-0.2101,-21.1812,44.0476
2436388000,-0.0756,-21.2444,44.0176
2436488000,-0.1246,-21.2327,44.0231
2436588000,-0.0966,-21.1699,44.0534
2436688000,-0.1015,-21.2068,44.0357
2436788000,-0.0966,-21.2390,44.0201
2436888000,-0.1807,-21.1248,44.0748
2436988000,-0.1275,-21.1830,44.0471
2437088000,-0.1663,-21.1156,44.0793
2437188000,-0.1573,-21.1126,44.0808
2437288000,-0.0907,-21.1355,44.0700
2437388000,-0.0486,-21.1524,44.0619
2437488000,-0.1141,-21.1868,44.0453
2437589000,-0.0828,-21.0465,44.1126
2437690000,-0.0664,-21.2314,44.0239
2437788000,-0.0229,-21.1999,44.0391
2437889000,-0.1967,-21.0979,44.0876
2437988000,-0.0693,-21.0307,44.1201
2438089000,-0.1050,-21.2876,43.9967
2438189000,-0.1247,-21.3110,43.9853
2438289000,0.0031,-21.3487,43.9672
2438388000,-0.0851,-21.2035,44.0373
2438488000,0.0154,-21.2356,44.0219
2438591000,-0.1344,-21.1391,44.0681
2438691000,-0.1436,-21.1736,44.0515
2438788000,-0.1151,-21.2586,44.0106
2438892000,-0.0201,-21.2226,44.0282
2438988000,-0.1179,-21.1430,44.0663
2439089000,-0.1446,-21.1530,44.0614
2439188000,-0.0147,-21.1030,44.0856
2439288000,-0.1160,-21.2437,44.0179
2439388000,-0.1497,-21.2482,44.0156
2439488000,-0.0234,-21.2212,44.0288
2439588000,-0.0569,-21.1535,44.0614
2439688000,-0.1212,-21.1997,44.0390
2439788000,-0.0479,-21.3095,43.9861
2439888000,-0.1032,-21.2223,44.0282
2439988000,-0.0683,-21.3215,43.9803
2440088000,-0.0360,-21.2617,44.0093
2440188000,0.0243,-21.0118,44.1292
2440288000,0.0555,-20.9312,44.1674
2440388000,-0.1481,-20.9974,44.1358
2440490000,-0.2088,-21.0874,44.0926
2440589000,-0.1815,-21.2545,44.0124
2440688000,-0.2250,-21.2359,44.0212
2440788000,-0.1760,-21.1920,44.0426
2440888000,-0.1153,-21.2317,44.0236
2440988000,-0.2423,-21.2018,44.0376
2441090000,-0.0763,-21.1629,44.0568
2441188000,-0.0515,-21.2222,44.0284
2441288000,-0.1079,-21.0182,44.1260
2441388000,-0.1518,-21.1380,44.0686
2441488000,-0.0293,-21.2943,43.9936
2441589000,-0.0795,-21.2221,44.0283
2441688000,-0.0480,-21.2727,44.0040
2441788000,-0.0112,-21.2674,44.0066
2441888000,-0.1223,-21.1061,44.0840
2441988000,-0.1005,-21.0866,44.0934
2442088000,-0.0863,-21.0720,44.1004
2442188000,-0.1643,-21.1500,44.0628
2442288000,-0.0678,-21.0243,44.1232
2442388000,-0.0134,-20.9930,44.1381
2442488000,-0.0922,-21.4326,43.9263
2442588000,-0.0965,-21.4027,43.9408
2442688000,-0.1618,-21.0892,44.0919
2442788000,-0.1808,-20.9886,44.1398
2442888000,-0.2421,-21.0884,44.0919
2442988000,-0.1609,-21.1262,44.0742
2443090000,-0.0803,-21.1264,44.0743
2443188000,-0.1623,-21.0837,44.0945
2443288000,-0.0389,-21.2265,44.0263
2443388000,-0.0983,-21.2682,44.0060
2443488000,-0.1567,-21.1779,44.0494
2443588000,-0.0332,-21.2626,44.0089
2443688000,-0.0667,-21.1268,44.0742
2443788000,-0.0024,-21.0420,44.1148
2443888000,-0.0963,-21.2582,44.0109
2443988000,-0.1928,-21.2013,44.0380
2444088000,-0.2245,-21.1667,44.0545
2444188000,-0.2011,-21.1571,44.0592
2444288000,-0.2242,-21.1447,44.0651
2444388000,-0.1704,-21.1801,44.0483
2444488000,-0.1389,-21.1899,44.0437
2444588000,-0.1586,-21.2441,44.0175
2444688000,-0.1063,-21.1580,44.0591
2444788000,-0.1439,-21.1920,44.0427
2444888000,-0.2288,-21.1311,44.0716
2444988000,-0.0343,-21.2613,44.0095
2445088000,-0.0445,-21.2649,44.0078
2445188000,-0.0307,-21.1817,44.0478
2445288000,-0.0547,-21.3014,43.9901
2445388000,-0.1792,-21.1572,44.0593
2445491000,-0.1685,-21.1889,44.0441
2445588000,-0.1645,-21.2039,44.0369
2445688000,-0.2108,-21.1783,44.0490
2445792000,-0.0487,-21.0802,44.0965
2445888000,-0.1171,-21.1482,44.0638
2445988000,-0.0555,-21.2392,44.0201
2446088000,-0.0998,-21.2745,44.0030
2446188000,-0.2033,-21.1391,44.0678
2446288000,-0.0279,-21.2453,44.0172
2446388000,-0.0339,-21.2897,43.9958
2446488000,-0.0624,-21.1686,44.0541
2446588000,-0.0539,-21.1578,44.0593
2446691000,-0.1415,-21.1733,44.0517
2446790000,-0.1008,-21.0629,44.1047
2446889000,-0.1706,-21.2093,44.0343
2446988000,-0.0151,-21.1727,44.0522
2447088000,-0.0429,-21.3179,43.9821
2447188000,-0.0487,-21.2762,44.0023
2447288000,-0.0282,-21.1990,44.0395
2447391000,0.0102,-21.0813,44.0960
2447488000,-0.1162,-21.0481,44.1117
2447588000,-0.1230,-21.0415,44.1149
2447688000,-0.1736,-21.2004,44.0385
2447788000,-0.0761,-21.2639,44.0082
2447888000,-0.1366,-21.1778,44.0495
2447988000,-0.0790,-21.2088,44.0348
2448088000,-0.0348,-21.3154,43.9833
2448188000,-0.0927,-21.0661,44.1032
2448288000,-0.0595,-21.0560,44.1080
2448388000,-0.0384,-21.0875,44.0930
2448488000,-0.0990,-21.1332,44.0711
2448588000,-0.1543,-21.1306,44.0721
2448688000,-0.1770,-21.1828,44.0470
2448788000,-0.1450,-21.1899,44.0437
2448891000,-0.2075,-21.2063,44.0356
2448988000,-0.0877,-21.2007,44.0387
2449090000,-0.1317,-21.1800,44.0485
2449188000,-0.1428,-21.1664,44.0550
2449288000,-0.1788,-21.1820,44.0474
2449388000,-0.1689,-21.2027,44.0375
2449490000,-0.0109,-21.2046,44.0369
2449588000,-0.0145,-21.1988,44.0396
2449688000,-0.0534,-21.4020,43.9412
2449790000,-0.0351,-21.0104,44.1298
2449889000,-0.2249,-21.0503,44.1103
2449989000,-0.2834,-21.0824,44.0946
2450088000,-0.3276,-21.1136,44.0793
2450189000,-0.1569,-21.1933,44.0420
2450288000,-0.1785,-21.1957,44.0408
2450388000,-0.2052,-21.1850,44.0458
2450488000,-0.2132,-21.1838,44.0463
2450588000,-0.1553,-21.1777,44.0495
2450688000,-0.0962,-21.3315,43.9754
2450788000,-0.0739,-21.1524,44.0619
2450888000,-0.1022,-21.1600,44.0582
2450988000,-0.1744,-21.2072,44.0352
2451088000,-0.1698,-21.1995,44.0390
2451188000,-0.0837,-21.2177,44.0305
2451288000,-0.0542,-21.2045,44.0369
2451388000,-0.1931,-21.1198,44.0772
2451488000,-0.1437,-21.1750,44.0509
2451588000,-0.1743,-21.1795,44.0486
2451688000,-0.1069,-21.1337,44.0708
2451788000,-0.1330,-21.1467,44.0645
2451888000,-0.1645,-21.1640,44.0561
2451988000,-0.0926,-21.2187,44.0300
2452088000,-0.1226,-21.2633,44.0084
2452188000,-0.0973,-21.3261,43.9780
2452288000,-0.0932,-21.0515,44.1102
2452388000,-0.2146,-21.1543,44.0605
2452488000,-0.1478,-21.1915,44.0429
2452588000,-0.0819,-21.2300,44.0245
2452688000,-0.1628,-21.1786,44.0491
2452788000,-0.0869,-21.1228,44.0761
2452891000,-0.0587,-21.2420,44.0188
2452988000,-0.1395,-21.1836,44.0467
2453088000,-0.1055,-21.2629,44.0086
2453189000,-0.1104,-21.1926,44.0425
2453288000,-0.1295,-21.2468,44.0163
2453388000,-0.0755,-21.3277,43.9773
2453488000,-0.1764,-21.2207,44.0288
2453588000,-0.0751,-21.2393,44.0201
2453688000,-0.0314,-21.1692,44.0539
2453788000,-0.1900,-21.0703,44.1009
2453888000,-0.1079,-21.0897,44.0919
2453988000,-0.0222,-21.1378,44.0690
2454088000,-0.1070,-21.2402,44.0196
2454188000,-0.1807,-21.1521,44.0617
2454288000,-0.1748,-21.1822,44.0473
2454388000,-0.1022,-21.1464,44.0647
2454488000,-0.0192,-21.3145,43.9838
2454588000,-0.1389,-21.1624,44.0569
2454688000,-0.2054,-21.1550,44.0602
2454788000,-0.2117,-21.1561,44.0597
2454889000,-0.0377,-21.2285,44.0253
2454988000,-0.1432,-21.1668,44.0548
2455088000,-0.1071,-21.1913,44.0431
2455188000,-0.0691,-21.0980,44.0880
2455288000,-0.1399,-21.1023,44.0857
2455388000,-0.1146,-21.1648,44.0558
2455488000,-0.0580,-21.1620,44.0573
2455588000,-0.0308,-21.1856,44.0460
2455688000,-0.0645,-21.2630,44.0086
2455788000,-0.0542,-21.1493,44.0634
2455888000,-0.1109,-21.0403,44.1154
2455988000,-0.1770,-21.0915,44.0908
2456088000,0.0330,-21.0728,44.1001
2456188000,-0.2443,-21.1115,44.0809
2456288000,-0.1832,-21.2115,44.0331
2456388000,-0.0530,-21.2742,44.0032
2456488000,-0.1316,-21.0433,44.1140
2456588000,-0.1875,-21.1645,44.0558
2456688000,-0.1736,-21.2403,44.0193
2456788000,0.0003,-21.2906,43.9953
2456888000,0.0037,-21.2173,44.0307
2456988000,-0.1319,-21.0379,44.1166
2457088000,-0.1806,-21.0841,44.0943
2457188000,-0.0086,-21.2012,44.0385
2457288000,-0.0242,-21.3207,43.9808
2457390000,-0.1353,-21.2569,44.0114
2457489000,-0.0871,-21.2143,44.0321
2457588000,-0.1587,-21.2077,44.0351
2457689000,-0.1325,-21.2211,44.0287
2457788000,-0.0887,-21.2370,44.0212
2457888000,-0.0694,-21.1428,44.0665
2457988000,-0.0567,-21.0720,44.1004
2458088000,-0.1556,-21.1080,44.0830
2458188000,-0.1817,-21.1768,44.0499
2458288000,-0.1015,-21.2568,44.0116
2458388000,-0.0299,-21.2162,44.0313
2458488000,-0.1358,-21.1462,44.0647
2458588000,-0.1436,-21.1992,44.0392
2458690000,-0.1182,-21.1767,44.0501
2458790000,-0.1615,-21.1440,44.0657
2458888000,-0.1625,-21.0438,44.1136
2458988000,-0.1384,-21.1083,44.0829
2459088000,-0.0317,-21.1062,44.0841
2459188000,-0.0713,-21.1994,44.0393
2459288000,-0.0697,-21.2045,44.0369
2459388000,-0.1552,-21.0963,44.0886
2459488000,-0.2559,-21.0940,44.0892
2459588000,-0.0357,-20.9519,44.1576
2459688000,-0.1644,-21.1710,44.0527
2459788000,-0.2193,-21.1559,44.0597
2459888000,-0.1657,-21.1647,44.0557
2459988000,-0.2134,-21.1486,44.0633
2460088000,-0.1911,-21.1595,44.0581
2460190000,0.0314,-21.2577,44.0112
2460288000,-0.0925,-21.2446,44.0175
2460390000,-0.0465,-21.1808,44.0483
2460488000,0.0107,-21.1281,44.0736
2460588000,-0.0882,-21.1131,44.0807
2460688000,-0.1490,-21.1711,44.0527
2460788000,-0.1578,-21.1719,44.0523
2460889000,-0.0211,-21.1475,44.0643
2460989000,-0.1846,-21.0846,44.0940
2461088000,-0.1847,-21.1373,44.0688
2461190000,-0.1870,-21.1603,44.0578
2461288000,-0.1125,-21.1179,44.0783
2461391000,-0.2104,-21.2842,43.9979
2461488000,-0.2156,-21.1911,44.0428
2461588000,-0.0986,-21.2737,44.0034
2461690000,-0.0561,-21.2741,44.0033
2461788000,-0.0662,-21.2563,44.0119
2461890000,-0.1558,-20.9927,44.1380
2461990000,-0.0414,-20.9516,44.1578
2462089000,-0.0965,-21.2835,43.9987
2462189000,-0.1789,-21.1366,44.0692
2462288000,-0.1899,-21.1854,44.0457
2462388000,-0.1010,-21.1543,44.0609
2462488000,-0.0312,-21.1652,44.0558
2462593000,-0.1086,-21.1724,44.0522
2462688000,-0.0969,-21.1818,44.0477
2462790000,-0.1348,-21.1822,44.0474
2462889000,-0.1768,-21.1397,44.0677
2462988000,-0.2200,-21.1405,44.0671
2463088000,-0.1974,-21.1174,44.0783
2463188000,-0.0779,-21.2005,44.0388
2463294000,-0.1130,-21.1124,44.0810
2463388000,-0.1954,-21.1733,44.0515
2463491000,-0.1098,-21.3569,43.9630
2463588000,-0.0835,-21.3680,43.9577
2463688000,-0.1403,-21.2039,44.0370
2463789000,-0.1790,-21.1489,44.0633
2463890000,-0.1492,-21.1026,44.0856
2463989000,-0.0117,-21.1497,44.0633
2464088000,-0.0817,-21.1066,44.0838
2464188000,-0.1313,-21.1385,44.0684
2464288000,-0.2136,-21.1285,44.0729
2464388000,-0.1858,-21.2069,44.0354
2464488000,-0.0743,-21.2818,43.9995
2464588000,-0.1134,-21.0406,44.1153
2464688000,-0.1491,-21.2295,44.0246
2464788000,-0.1915,-21.1964,44.0404
2464888000,-0.0176,-21.1443,44.0658
2464988000,-0.1125,-21.1447,44.0655
2465088000,-0.0434,-21.1743,44.0514
2465188000,-0.1886,-21.1950,44.0411
2465288000,-0.0922,-21.2960,43.9926
2465388000,-0.0491,-21.1825,44.0475
2465488000,-0.0628,-21.2041,44.0370
2465588000,-0.0520,-21.2725,44.0040
2465688000,-0.0544,-21.2782,44.0013
2465788000,-0.1486,-21.0592,44.1063
2465891000,-0.1209,-21.1036,44.0852
2465988000,-0.0648,-21.1916,44.0431
2466088000,-0.0715,-21.1070,44.0836
2466188000,-0.0678,-21.1972,44.0404
2466288000,-0.0979,-21.2666,44.0068
2466388000,-0.0150,-21.3082,43.9868
2466489000,-0.0384,-21.0131,44.1286
2466588000,-0.1862,-21.0760,44.0981
2466688000,0.0016,-21.1026,44.0858
2466789000,-0.0238,-21.3147,43.9837
2466888000,-0.0839,-21.2529,44.0135
2466988000,-0.1209,-21.1562,44.0600
2467088000,-0.1742,-21.1637,44.0562
2467188000,-0.1339,-21.2657,44.0072
2467288000,-0.0074,-21.1943,44.0418
2467388000,-0.0911,-21.1626,44.0570
2467488000,-0.1777,-21.1624,44.0568
2467588000,-0.1963,-21.1876,44.0446
2467689000,-0.0716,-21.2293,44.0249
2467788000,0.0090,-21.1863,44.0457
2467888000,-0.0668,-21.3082,43.9868
2467988000,-0.0238,-21.2885,43.9964
2468088000,-0.0360,-21.2367,44.0214
2468188000,-0.0260,-21.3086,43.9866
2468288000,-0.0316,-21.1075,44.0835
2468388000,-0.0466,-21.2796,44.0006
2468488000,-0.2242,-21.0673,44.1022
2468588000,-0.1321,-21.0468,44.1123
2468688000,-0.0407,-21.1704,44.0533
2468788000,0.0834,-20.9798,44.1443
2468888000,-0.1467,-21.0774,44.0976
2468988000,-0.0396,-21.1046,44.0849
2469088000,-0.1761,-21.1142,44.0799
2469188000,-0.1890,-21.1369,44.0690
2469291000,-0.1103,-21.2460,44.0168
2469388000,-0.0949,-21.2327,44.0232
2469488000,-0.1167,-21.2448,44.0173
2469588000,-0.0859,-21.2557,44.0121
2469689000,-0.0756,-21.0918,44.0909
2469788000,-0.1526,-21.0680,44.1021
2469888000,-0.1771,-21.0728,44.0997
2469988000,-0.0453,-21.2702,44.0052
2470088000,-0.1360,-21.1893,44.0440
2470188000,-0.2148,-21.1041,44.0846
2470288000,-0.1107,-21.2371,44.0210
2470388000,-0.2022,-21.1501,44.0626
2470488000,-0.2285,-21.1866,44.0449
2470588000,-0.1424,-21.2105,44.0338
2470689000,-0.1320,-21.0574,44.1072
2470788000,-0.1751,-21.1466,44.0644
2470888000,-0.2028,-21.1075,44.0830
2470988000,-0.2294,-21.1665,44.0546
2471088000,-0.1600,-21.2091,44.0344
2471188000,-0.1481,-21.2229,44.0278
2471288000,-0.1295,-21.2306,44.0241
2471388000,-0.2196,-21.1365,44.0690
2471488000,-0.0712,-21.0426,44.1144
2471588000,-0.1147,-21.3621,43.9605
2471689000,-0.2439,-21.2731,44.0031
2471788000,-0.0908,-21.3624,43.9604
2471888000,-0.1362,-21.1887,44.0443
2471988000,-0.0684,-21.1159,44.0794
2472088000,-0.0124,-21.1250,44.0751
2472188000,-0.0521,-21.2062,44.0361
2472288000,-0.1331,-21.1285,44.0732
2472388000,-0.1892,-21.1445,44.0653
2472488000,-0.1039,-21.1664,44.0551
2472588000,-0.1007,-21.2290,44.0250
2472688000,-0.1268,-21.2157,44.0313
2472788000,-0.0688,-21.2346,44.0223
2472888000,-0.1127,-21.1991,44.0394
2472988000,-0.1480,-21.1957,44.0409
2473088000,-0.2128,-21.1630,44.0564
2473188000,-0.1141,-21.0449,44.1132
2473288000,-0.1140,-21.1888,44.0443
2473388000,-0.2032,-21.1774,44.0495
2473488000,-0.0961,-21.2085,44.0348
2473588000,-0.2339,-21.3095,43.9855
2473688000,-0.2809,-21.2839,43.9977
2473788000,-0.3040,-21.1983,44.0388
2473888000,-0.2471,-21.1654,44.0550
2473988000,-0.1492,-21.2085,44.0347
2474088000,-0.1366,-21.0442,44.1135
2474190000,-0.1424,-21.1954,44.0411
2474288000,-0.2213,-21.1197,44.0771
2474390000,-0.0889,-21.3939,43.9451
2474488000,-0.1026,-21.2265,44.0262
2474589000,-0.1052,-21.2321,44.0235
2474688000,-0.0489,-21.0133,44.1284
2474788000,-0.0507,-21.3371,43.9728
2474888000,-0.0409,-21.3711,43.9563
2474988000,-0.0772,-21.1470,44.0645
2475088000,-0.1298,-21.1745,44.0511
2475190000,-0.2187,-21.0675,44.1021
2475288000,-0.0878,-21.1593,44.0586
2475388000,-0.0335,-21.1791,44.0491
2475488000,-0.0355,-21.2860,43.9976
2475588000,-0.0611,-21.2970,43.9922
2475688000,-0.0934,-21.0347,44.1182
2475788000,-0.0582,-21.2052,44.0365
2475888000,-0.0599,-21.2596,44.0103
2475988000,-0.0250,-21.2160,44.0314
2476088000,-0.1092,-21.0767,44.0981
2476188000,0.0347,-21.1021,44.0860
2476288000,-0.0413,-21.3222,43.9800
2476388000,-0.1521,-21.2031,44.0373
2476488000,-0.1460,-21.0533,44.1091
2476588000,-0.2169,-21.1690,44.0535
2476688000,-0.1412,-21.2494,44.0150
2476788000,-0.0103,-21.2335,44.0229
2476888000,0.0087,-21.3314,43.9756
2476988000,0.0093,-21.3368,43.9730
2477088000,-0.1321,-21.1346,44.0703
